Attaching to vllm-autoheal, vllm-chat, vllm-embed
vllm-chat  | (APIServer pid=1) INFO:     172.24.0.5:37200 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52876 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52876 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:36436 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:41710 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:36426 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:38:52 [loggers.py:271] Engine 000: Avg prompt throughput: 290.3 tokens/s, Avg generation throughput: 59.0 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:58706 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52876 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52860 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52860 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52860 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:36426 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.1:48996 - "GET /health HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:39:02 [loggers.py:271] Engine 000: Avg prompt throughput: 286.6 tokens/s, Avg generation throughput: 56.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 28.3%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:36138 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:59950 - "GET /health HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:59960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:38628 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:36436 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:41934 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:39:12 [loggers.py:271] Engine 000: Avg prompt throughput: 35.8 tokens/s, Avg generation throughput: 54.7 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 28.3%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:41934 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     127.0.0.1:34428 - "GET /health HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:41934 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:33422 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52860 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52876 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52876 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:53694 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:36426 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:39:22 [loggers.py:271] Engine 000: Avg prompt throughput: 85.1 tokens/s, Avg generation throughput: 58.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:49218 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:36436 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:33050 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:39:32 [loggers.py:271] Engine 000: Avg prompt throughput: 85.9 tokens/s, Avg generation throughput: 55.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:36426 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:33050 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:39074 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:33050 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:52860 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:52588 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:39:42 [loggers.py:271] Engine 000: Avg prompt throughput: 585.6 tokens/s, Avg generation throughput: 58.0 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 28.3%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:51732 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     127.0.0.1:43840 - "GET /health HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:40156 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:44390 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:39:52 [loggers.py:271] Engine 000: Avg prompt throughput: 243.5 tokens/s, Avg generation throughput: 55.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 28.3%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:34918 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:38408 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:38408 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:38408 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:40:02 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 59.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 28.3%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:42310 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:39738 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:39744 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:39738 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:53982 - "GET /health HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:53990 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:58814 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.1:49344 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO 06-14 01:40:12 [loggers.py:271] Engine 000: Avg prompt throughput: 1.2 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 16.6%
vllm-chat   | (APIServer pid=1) INFO 06-14 01:40:12 [loggers.py:271] Engine 000: Avg prompt throughput: 116.5 tokens/s, Avg generation throughput: 63.1 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 28.3%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     127.0.0.1:49538 - "GET /health HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:39912 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:41720 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO 06-14 01:40:22 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 16.6%
vllm-chat   | (APIServer pid=1) INFO 06-14 01:40:22 [loggers.py:271] Engine 000: Avg prompt throughput: 26.2 tokens/s, Avg generation throughput: 61.4 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 28.3%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:54828 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:41722 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:50972 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:40:32 [loggers.py:271] Engine 000: Avg prompt throughput: 319.9 tokens/s, Avg generation throughput: 61.2 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:57712 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:58084 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:35636 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:40:42 [loggers.py:271] Engine 000: Avg prompt throughput: 162.4 tokens/s, Avg generation throughput: 63.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     127.0.0.1:52770 - "GET /health HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:44046 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:40:52 [loggers.py:271] Engine 000: Avg prompt throughput: 56.0 tokens/s, Avg generation throughput: 61.8 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:41032 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:52158 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:36952 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:41:02 [loggers.py:271] Engine 000: Avg prompt throughput: 168.9 tokens/s, Avg generation throughput: 60.2 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:42846 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:36954 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:38418 - "GET /health HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:38428 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:38600 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:41:12 [loggers.py:271] Engine 000: Avg prompt throughput: 119.9 tokens/s, Avg generation throughput: 60.7 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     127.0.0.1:33054 - "GET /health HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:46648 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:57070 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:41:22 [loggers.py:271] Engine 000: Avg prompt throughput: 34.3 tokens/s, Avg generation throughput: 58.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:59968 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:42922 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:42922 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:42922 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:41:32 [loggers.py:271] Engine 000: Avg prompt throughput: 107.0 tokens/s, Avg generation throughput: 58.8 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:53290 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:35638 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.1:39046 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:59682 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:41:42 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 25.6 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:59682 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     127.0.0.1:53404 - "GET /health HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:50614 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:32832 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO 06-14 01:41:52 [loggers.py:271] Engine 000: Avg prompt throughput: 56.8 tokens/s, Avg generation throughput: 34.2 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:39056 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:32832 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:32832 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:54546 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:54546 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO 06-14 01:42:02 [loggers.py:271] Engine 000: Avg prompt throughput: 0.6 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 16.5%
vllm-chat   | (APIServer pid=1) INFO 06-14 01:42:02 [loggers.py:271] Engine 000: Avg prompt throughput: 55.8 tokens/s, Avg generation throughput: 50.4 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:44984 - "GET /metrics HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:54546 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:54546 - "POST /v1/embeddings HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:54546 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:51092 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:40474 - "GET /health HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     127.0.0.1:40476 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO 06-14 01:42:12 [loggers.py:271] Engine 000: Avg prompt throughput: 0.6 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 16.5%
vllm-chat   | (APIServer pid=1) INFO 06-14 01:42:12 [loggers.py:271] Engine 000: Avg prompt throughput: 1.3 tokens/s, Avg generation throughput: 53.3 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 26.7%, Prefix cache hit rate: 0.0%
vllm-embed  | (APIServer pid=1) INFO:     127.0.0.1:34784 - "GET /health HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:60770 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:33684 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.5:42680 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:48778 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO 06-14 01:42:22 [loggers.py:271] Engine 000: Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 16.5%
vllm-chat   | (APIServer pid=1) INFO 06-14 01:42:22 [loggers.py:271] Engine 000: Avg prompt throughput: 341.7 tokens/s, Avg generation throughput: 54.3 tokens/s, Running: 4 reqs, Waiting: 0 reqs, GPU KV cache usage: 30.0%, Prefix cache hit rate: 0.0%
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.5:48482 - "GET /metrics HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "POST /v1/chat/completions HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45960 - "GET /v1/models HTTP/1.1" 200 OK
vllm-embed  | (APIServer pid=1) INFO:     172.24.0.2:37116 - "GET /v1/models HTTP/1.1" 200 OK
vllm-chat   | (APIServer pid=1) INFO:     172.24.0.2:45948 - "POST /v1/chat/completions HTTP/1.1" 200 OK
